mode,slack,strictly_positive
10070,218112471278277147834777233/9193986150000000000000000000000,true
10073,421229142099672179938463/41372937675000000000000000000,true
10076,267901195277/82745875350000000,true
10079,591610740178728419787746501/165491750700000000000000000000000,true
10082,100832184425140904627897/12411881302500000000000000000,true
10085,518054600653/165491750700000000,true
10088,66805582803711896443949826299/4964752521000000000000000000000000,true
10091,286962394435856268217013/31029703256250000000000000000,true
10094,1924528553437/496475252100000000,true
10097,18268054886611029966235259699/2482376260500000000000000000000000,true
10100,1502301058822092958213787/124118813025000000000000000000,true
10103,53014397009/19859010084000000,true
10106,27782798161274435654000437963/4964752521000000000000000000000000,true
10109,193717192783874473849213/31029703256250000000000000000,true
10112,326144611517/165491750700000000,true
10115,46835849238271540238643926441/992950504200000000000000000000000,true
10118,359429088897428088795061/31029703256250000000000000000,true
10121,7271/4964752521,true
10124,54762203379776270162441999933/2482376260500000000000000000000000,true
10127,585308709401888245032661/41372937675000000000000000000,true
10130,1096781600401/124118813025000000,true
10133,1196102906925231225187402291/206864688375000000000000000000000,true
10136,335456773913522139760387/62059406512500000000000000000,true
10139,1313071418759/496475252100000000,true
10142,47793317333925129364985138347/4964752521000000000000000000000000,true
10145,1027404493582015515712003/62059406512500000000000000000,true
10148,952489188973/496475252100000000,true
10151,94876752112786461919951620319/2482376260500000000000000000000000,true
10154,118281490155900952501097/15514851628125000000000000000,true
10157,536397562231/165491750700000000,true
10160,1810628714135977181582642827/413729376750000000000000000000000,true
10163,79191889712946518491657/15514851628125000000000000000,true
10166,56394246161/24823762605000000,true
10169,7668039059080320447931009009/496475252100000000000000000000000,true
10172,483563375741885150265437/41372937675000000000000000000,true
10175,557949947807/248237626050000000,true
10178,9398615086873392839908578833/1241188130250000000000000000000000,true
10181,504638115109933814007259/62059406512500000000000000000,true
10184,1157552762357/248237626050000000,true
10187,1163062517752987027703247463/248237626050000000000000000000000,true
10190,304354910499131207300393/62059406512500000000000000000,true
10193,203542575781/99295050420000000,true
10196,93314486807671405440704841887/4964752521000000000000000000000000,true
10199,1700361644065321571127329/124118813025000000000000000000,true
10202,438592000561/248237626050000000,true
10205,112008245599751711841551621587/2482376260500000000000000000000000,true
10208,64071607891729744114027/5171617209375000000000000000,true
10211,969698666827/248237626050000000,true
10214,50439366390477488409096590543/4964752521000000000000000000000000,true
10217,19066649424501675761159/2482376260500000000000000000,true
10220,436677939493/165491750700000000,true
10223,14555260627742237257897902761/1654917507000000000000000000000000,true
10226,1645435231393584158868451/124118813025000000000000000000,true
10229,3957523906/1939356453515625,true
10232,12147236204743486290619961083/992950504200000000000000000000000,true
10235,282205395751838556923917/31029703256250000000000000000,true
10238,309224252881/124118813025000000,true
10241,10576232493652331547362914103/2482376260500000000000000000000000,true
10244,492716517974529551619821/62059406512500000000000000000,true
10247,142436108243/41372937675000000,true
10250,6209746846295569410141490577/551639169000000000000000000000000,true
10253,1224549940670152202931799/124118813025000000000000000000,true
10256,323746839431/165491750700000000,true
10259,345465868031433695203289563/61293241000000000000000000000000,true
10262,670189460561165763721/80806518896484375000000000,true
10265,185773952693/41372937675000000,true
10268,1378980974582297612628157397/248237626050000000000000000000000,true
10271,420197306791542858327571/62059406512500000000000000000,true
10274,445929322471/248237626050000000,true
10277,16098927755312526804703434529/1241188130250000000000000000000000,true
10280,119785398660484277578643/13790979225000000000000000000,true
10283,1432153923467/496475252100000000,true
10286,19040513663400171047302906981/1654917507000000000000000000000000,true
10289,429126468254200894945201/62059406512500000000000000000,true
10292,170675493007/41372937675000000,true
10295,22237922347850076056162572133/2482376260500000000000000000000000,true
10298,374817475955985219419717/62059406512500000000000000000,true
10301,1054358096263/165491750700000000,true
10304,78260847221375570411932124329/4964752521000000000000000000000000,true
10307,1450152292679542135354003/124118813025000000000000000000,true
10310,1108969240207/496475252100000000,true
10313,44624770455091710069679217801/2482376260500000000000000000000000,true
10316,336040065889969850417237/62059406512500000000000000000,true
10319,2162696919121/496475252100000000,true
10322,2166119319429234955986250517/496475252100000000000000000000000,true
10325,150252956356153438613501/24823762605000000000000000000,true
10328,46612002697/13790979225000000,true
10331,260698484542311633527996711/27581958450000000000000000000000,true
10334,903722380204846511004649/124118813025000000000000000000,true
10337,32846012309/7757425814062500,true
10340,12132041407935370327338952993/1241188130250000000000000000000000,true
10343,122915130439130360541107/4964752521000000000000000000,true
10346,227160370727/82745875350000000,true
10349,1948078379425451436628242923/310297032562500000000000000000000,true
10352,43469639280019175933437/8274587535000000000000000000,true
10355,949030221721/496475252100000000,true
10358,95066120553719381678701645807/4964752521000000000000000000000000,true
10361,1742589992408011878751093/124118813025000000000000000000,true
10364,171751718687/99295050420000000,true
10367,35532880066773176656912867789/992950504200000000000000000000000,true
10370,553648081387446602574643/62059406512500000000000000000,true
10373,3017890620247/496475252100000000,true
10376,2739991934217574767296465731/413729376750000000000000000000000,true
10379,424489436084025524132009/62059406512500000000000000000,true
10382,1706993639803/496475252100000000,true
10385,50478769706226357639799367251/4964752521000000000000000000000000,true
10388,3883220899643359923377017/124118813025000000000000000000,true
10391,201137859161/99295050420000000,true
10394,19189951936544299064588793121/1241188130250000000000000000000000,true
10397,183835405436463179422499/31029703256250000000000000000,true
10400,511872571099/165491750700000000,true
10403,599746931920041561807908461/124118813025000000000000000000000,true
10406,758462362157306170381459/124118813025000000000000000000,true
10409,43499824513/19859010084000000,true
10412,118643606601331970399738980163/4964752521000000000000000000000000,true
10415,529870241274760937272051/62059406512500000000000000000,true
10418,500510532523/248237626050000000,true
10421,304677099120396696174098251/30646620500000000000000000000000,true
10424,352839188774968585459663/31029703256250000000000000000,true
10427,602751960799/124118813025000000,true
10430,3986148538823964121552209469/827458753500000000000000000000000,true
10433,11342052819265945760767/1939356453515625000000000000,true
10436,1000890911021/496475252100000000,true
10439,69852155976685191340474100063/4964752521000000000000000000000000,true
10442,16837899796852967096713/1149248268750000000000000000,true
10445,1199773014347/496475252100000000,true
10448,56454970886293336502583443383/2482376260500000000000000000000000,true
10451,1138040733781286243772841/124118813025000000000000000000,true
10454,40359243679/5516391690000000,true
10457,222935044356566390611086751/12258648200000000000000000000000,true
10460,4841013726079658770189/861936201562500000000000000,true
10463,114579824437/31029703256250000,true
10466,6660617594809991889179795717/620594065125000000000000000000000,true
10469,384788857802041824367321/20686468837500000000000000000,true
10472,92975616521/49647525210000000,true
10475,19582863537730531452926374907/1241188130250000000000000000000000,true
10478,120096068023569320381587/20686468837500000000000000000,true
10481,1486352297869/496475252100000000,true
10484,775524143461323629813547959/206864688375000000000000000000000,true
10487,234998616057276525717961/20686468837500000000000000000,true
10490,112591208537/31029703256250000,true
10493,1353928277310017146837482059/155148516281250000000000000000000,true
10496,300924735031722976683409/24823762605000000000000000000,true
10499,35392498439/19859010084000000,true
10502,39535531393854917968558869371/4964752521000000000000000000000000,true
10505,39359661196463953754117/3447744806250000000000000000,true
10508,4690465407781/496475252100000000,true
10511,31768439121459291861512851/7661655125000000000000000000000,true
10514,311038927117704160424237/41372937675000000000000000000,true
10517,435305650061/248237626050000000,true
10520,3432657058861543579862830711/275819584500000000000000000000000,true
10523,274720236013325157406811/24823762605000000000000000000,true
10526,93233899153/49647525210000000,true
10529,1854395878616965543316443387/165491750700000000000000000000000,true
10532,117365786396768675530817/20686468837500000000000000000,true
